Medicine_ID,Product_NDC,Generic_Name,Brand_Name,Manufacturer,Active_Ingredient,Strength,Dosage_Form,Route,Pharm_Class,Category_ID,Category_Name
MED067082,71221-796,"Titanium Dioxide, Zinc Oxide",Tropical Sands Spf-30 Broad Spectrum Sunscreen,"Elements Brands, Inc.",TITANIUM DIOXIDE,60 mg/mL,CREAM,TOPICAL,Copper Absorption Inhibitor [EPC],CAT007,Gastrointestinal
MED067130,71335-0409,Famotidine,Famotidine,Bryant Ranch Prepack,FAMOTIDINE,20 mg/1,TABLET,ORAL,Histamine H2 Receptor Antagonists [MoA],CAT006,Respiratory
MED067148,71335-1063,Diltiazem Hydrochloride,Diltiazem Hydrochloride Extended-Release,Bryant Ranch Prepack,DILTIAZEM HYDROCHLORIDE,180 mg/1,"CAPSULE, COATED, EXTENDED RELEASE",ORAL,Calcium Channel Antagonists [MoA],CAT003,Diabetes
MED067167,71335-1421,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Bryant Ranch Prepack,OXYCODONE HYDROCHLORIDE,5 mg/1,TABLET,ORAL,Full Opioid Agonists [MoA],CAT004,Pain Management
MED067199,71335-1877,Pramipexole Dihydrochloride,Pramipexole Dihydrochloride,Bryant Ranch Prepack,PRAMIPEXOLE DIHYDROCHLORIDE,.25 mg/1,TABLET,ORAL,Dopamine Agonists [MoA],CAT005,Neurology
MED067209,0409-1219,Naloxone Hydrochloride,Naloxone Hydrochloride,"Hospira, Inc.",NALOXONE HYDROCHLORIDE,.4 mg/mL,"INJECTION, SOLUTION",INTRAMUSCULAR,Opioid Antagonist [EPC],CAT004,Pain Management
MED067212,71335-1990,Progesterone,Progesterone,Bryant Ranch Prepack,PROGESTERONE,200 mg/1,CAPSULE,ORAL,Progesterone [CS],CAT009,Oncology
MED067257,71335-2415,Tetracycline Hydrochloride,Tetracycline Hydrochloride,Bryant Ranch Prepack,TETRACYCLINE HYDROCHLORIDE,250 mg/1,CAPSULE,ORAL,Tetracycline-class Antimicrobial [EPC],CAT001,Antibiotics
MED067261,71335-2469,Bupropion Hydrochloride,Bupropion Hydrochloride,Bryant Ranch Prepack,BUPROPION HYDROCHLORIDE,150 mg/1,"TABLET, EXTENDED RELEASE",ORAL,Aminoketone [EPC],CAT005,Neurology
MED067274,0409-1858,Dopamine Hydrochloride In Dextrose,Dopamine Hydrochloride In Dextrose,"Hospira, Inc.",DOPAMINE HYDROCHLORIDE,3.2 mg/mL,"INJECTION, SOLUTION",INTRAVENOUS,Catecholamine [EPC],CAT005,Neurology
MED067313,0409-2720,Heparin Sodium,Heparin Sodium,"Hospira, Inc.",HEPARIN SODIUM,1000 [USP'U]/mL,"INJECTION, SOLUTION",INTRAVENOUS,Anti-coagulant [EPC],CAT003,Diabetes
MED067320,71335-3062,Duloxetine,Duloxetine,Bryant Ranch Prepack,DULOXETINE HYDROCHLORIDE,20 mg/1,"CAPSULE, DELAYED RELEASE",ORAL,Norepinephrine Uptake Inhibitors [MoA],CAT005,Neurology
MED067324,71335-3088,Hydroxyzine Hydrochloride,Hydroxyzine Hydrochloride,Bryant Ranch Prepack,HYDROXYZINE DIHYDROCHLORIDE,10 mg/1,"TABLET, FILM COATED",ORAL,Antihistamine [EPC],CAT006,Respiratory
MED067348,71399-0110,Witch Hazel,Hemorrhoidal Hygiene Pads,Akron Pharma Inc.,WITCH HAZEL,50 g/100mL,SOLUTION,RECTAL,UNKNOWN,CAT015,Others
MED067349,71399-1026,Acetaminophen,Acetaminophen,Akron Pharma Inc.,ACETAMINOPHEN,500 mg/1,TABLET,ORAL,UNKNOWN,CAT015,Others
MED067359,71489-009,Alcohol,Sani Luxe,Celeste Industries Corporation,ALCOHOL,.7 mL/mL,CLOTH,CUTANEOUS,UNKNOWN,CAT015,Others
MED067422,71610-612,Lisinopril,Lisinopril,"Aphena Pharma Solutions - Tennessee, Llc",LISINOPRIL,10 mg/1,TABLET,ORAL,Angiotensin Converting Enzyme Inhibitor [EPC],CAT003,Diabetes
MED067447,71610-773,Hydroxyzine Pamoate,Hydroxyzine Pamoate,"Aphena Pharma Solutions - Tennessee, Llc",HYDROXYZINE PAMOATE,25 mg/1,CAPSULE,ORAL,Antihistamine [EPC],CAT006,Respiratory
MED067456,0054-8175,Dexamethasone,Dexamethasone,"Hikma Pharmaceuticals Usa, Inc.",DEXAMETHASONE,4 mg/1,TABLET,ORAL,Corticosteroid Hormone Receptor Agonists [MoA],CAT004,Pain Management
MED067478,71644-009,Zinc Oxide,Ava Isa Sun Lip Sun Whip Clear Sunshine,Cyberderm Laboratories Inc.,ZINC OXIDE,20 g/100mL,CREAM,TOPICAL,Copper Absorption Inhibitor [EPC],CAT007,Gastrointestinal
MED067514,71839-121,Succinylcholine Chloride,Succinylcholine Chloride,Be Pharmaceuticals Inc.,SUCCINYLCHOLINE CHLORIDE,20 mg/mL,"INJECTION, SOLUTION",INTRAMUSCULAR,Depolarizing Neuromuscular Blocker [EPC],CAT005,Neurology
MED067574,71919-802,Goldenseal - Potassium Dichromate - Pulsatilla Vulgaris,Whp Sinus Congestion,Washington Homeopathic Products,GOLDENSEAL,6 [hp_C]/1,PELLET,ORAL,UNKNOWN,CAT015,Others
MED067601,72036-193,Loratadine,Allergy Relief,Harris Teeter,LORATADINE,10 mg/1,TABLET,ORAL,UNKNOWN,CAT015,Others
MED067629,72147-1802,Aluminum Zirconium Tetrachlorohydrex Gly,Helmm Antiperspirant Deodorant Night Market,"Zgtl, Llc",ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,18 g/57g,GEL,TOPICAL,UNKNOWN,CAT015,Others
MED067650,72162-1391,Diclofenac Sodium,Diclofenac Sodium,Bryant Ranch Prepack,DICLOFENAC SODIUM,30 mg/g,GEL,TOPICAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED067661,72162-1609,Rivastigmine,Rivastigmine Transdermal System,Bryant Ranch Prepack,RIVASTIGMINE,9.5 mg/24h,"PATCH, EXTENDED RELEASE",TRANSDERMAL,Cholinesterase Inhibitor [EPC],CAT005,Neurology
MED067670,72162-1709,Ofloxacin,Ofloxacin Otic,Bryant Ranch Prepack,OFLOXACIN,3 mg/mL,SOLUTION,AURICULAR (OTIC),Quinolone Antimicrobial [EPC],CAT001,Antibiotics
MED067675,72162-1786,Potassium Chloride,Potassium Chloride Extended-Release,Bryant Ranch Prepack,POTASSIUM CHLORIDE,750 mg/1,"TABLET, EXTENDED RELEASE",ORAL,Increased Large Intestinal Motility [PE],CAT007,Gastrointestinal
MED067679,72162-1793,Morphine Sulfate,Morphine Sulfate,Bryant Ranch Prepack,MORPHINE SULFATE,60 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,Full Opioid Agonists [MoA],CAT004,Pain Management
MED067682,72162-1830,Cephalexin,Cephalexin,Bryant Ranch Prepack,CEPHALEXIN,500 mg/1,CAPSULE,ORAL,Cephalosporin Antibacterial [EPC],CAT001,Antibiotics
MED067707,72162-2139,Gabapentin,Gabapentin,Bryant Ranch Prepack,GABAPENTIN,300 mg/1,CAPSULE,ORAL,Decreased Central Nervous System Disorganized Electrical Activity [PE],CAT005,Neurology
MED067725,72162-2358,Paroxetine Hydrochloride Hemihydrate,Paroxetine,Bryant Ranch Prepack,PAROXETINE HYDROCHLORIDE HEMIHYDRATE,40 mg/1,"TABLET, FILM COATED",ORAL,Serotonin Reuptake Inhibitor [EPC],CAT005,Neurology
MED067753,72189-092,Gabapentin,Gabapentin,Direct Rx,GABAPENTIN,800 mg/1,"TABLET, FILM COATED",ORAL,Decreased Central Nervous System Disorganized Electrical Activity [PE],CAT005,Neurology
MED067779,72189-332,Naproxen Sodium,Naproxen Sodium,Direct Rx,NAPROXEN SODIUM,550 mg/1,TABLET,ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED067793,72189-437,Allopurinol,Allopurinol,Direct_Rx,ALLOPURINOL,100 mg/1,TABLET,ORAL,Xanthine Oxidase Inhibitor [EPC],CAT003,Diabetes
MED067807,0480-8682,Levothyroxine Sodium,Levothyroxine Sodium,"Teva Pharmaceuticals, Inc.",LEVOTHYROXINE SODIUM,25 ug/1,TABLET,ORAL,Thyroxine [CS],CAT009,Oncology
MED067839,72238-003,Sodium Chloride And Eucalyptus Globulus Leaf,Vamousse Lice Treatment Complete Kit,Alliance Pharma Inc.,UNKNOWN,UNKNOWN,KIT,TOPICAL,UNKNOWN,CAT015,Others
MED067841,72241-003,Nateglinide,Nateglinide,Modavar Pharmaceuticals Llc,NATEGLINIDE,120 mg/1,"TABLET, COATED",ORAL,Glinide [EPC],CAT002,Cardiovascular
MED067858,72288-199,Miconazole Nitrate,Basic Care Miconazole,Amazon.Com Services Llc,UNKNOWN,UNKNOWN,KIT,UNKNOWN,UNKNOWN,CAT015,Others
MED067876,72288-623,Nicotine Polacrilex,Amazon Basic Care Nicotine Polacrilex,Amazon.Com Services Llc,NICOTINE,2 mg/1,LOZENGE,ORAL,Cholinergic Nicotinic Agonist [EPC],CAT005,Neurology
MED067879,0517-0032,Cyanocobalamin,Cyanocobalamin,"American Regent, Inc.",CYANOCOBALAMIN,1000 ug/mL,"INJECTION, SOLUTION",INTRAMUSCULAR,Vitamin B 12 [CS],CAT013,Vaccines & Biologics
MED067885,72288-967,Lidocaine,Amazon Basics Pain Relief Patch With 4% Lidocaine,Amazon.Com Services Llc,LIDOCAINE,4 g/100g,PATCH,TOPICAL,Amide Local Anesthetic [EPC],CAT004,Pain Management
MED067888,72303-0835,Olanzapine,Olanzapine,Hec Pharm Usa Inc.,OLANZAPINE,2.5 mg/1,TABLET,ORAL,Atypical Antipsychotic [EPC],CAT005,Neurology
MED067918,72476-665,Magnesium Hydroxide,Careone Milk Of Magnesia Cherry,"Retail Business Services, Llc.",MAGNESIUM HYDROXIDE,1200 mg/15mL,LIQUID,ORAL,Calculi Dissolution Agent [EPC],CAT007,Gastrointestinal
MED067919,0517-4300,Paclitaxel,Paclitaxel Protein Bound Particles Albumin Bound,"American Regent, Inc.",PACLITAXEL,100 mg/20mL,"INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION",INTRAVENOUS,Microtubule Inhibition [PE],CAT012,Ophthalmology
MED068040,72785-0008,Cisatracurium Besylate,Cisatracurium Besylate,Zydus Lifesciences Limited,CISATRACURIUM BESYLATE,2 mg/mL,INJECTION,INTRAVENOUS,Neuromuscular Nondepolarizing Blockade [PE],CAT005,Neurology
MED068053,72789-142,Buspirone Hydrochloride,Buspirone Hydrochloride,"Pd-Rx Pharmaceuticals, Inc.",BUSPIRONE HYDROCHLORIDE,30 mg/1,TABLET,ORAL,UNKNOWN,CAT015,Others
MED068059,72789-220,Doxepin Hydrochloride,Doxepin Hydrochloride,"Pd-Rx Pharmaceuticals, Inc.",DOXEPIN HYDROCHLORIDE,10 mg/1,CAPSULE,ORAL,Tricyclic Antidepressant [EPC],CAT005,Neurology
MED068126,72854-243,"Acetaminophen, Dextromethorphan Hydrobromide, Guaifenesin, Phenylephrine Hydrochloride, Triprolidine Hydrochloride","Mucinex Sinus-Max Day Pressure, Pain And Cough And Mucinex Nightshift Night Sinus Maximum Strength",Reckitt Benckiser Llc,UNKNOWN,UNKNOWN,KIT,UNKNOWN,UNKNOWN,CAT015,Others
MED068127,72865-101,Sildenafil,Sildenafil,Xlcare Pharmaceuticals Inc.,SILDENAFIL CITRATE,25 mg/1,"TABLET, FILM COATED",ORAL,Phosphodiesterase 5 Inhibitor [EPC],CAT003,Diabetes
MED068153,72888-042,Potassium Chloride,Potassium Chloride,Advagen Pharma Limited,POTASSIUM CHLORIDE,40 meq/15mL,SOLUTION,ORAL,Increased Large Intestinal Motility [PE],CAT007,Gastrointestinal
MED068175,72964-011,Treprostinil,Yutrepia,"Liquidia Technologies, Inc.",TREPROSTINIL SODIUM,26.5 ug/1,CAPSULE,RESPIRATORY (INHALATION),Prostacycline Vasodilator [EPC],CAT003,Diabetes
MED068212,73145-007,Alcohol,Azx Wellness Hand Sanitizer,Asc Marketing Ltd,ALCOHOL,.8 mL/mL,GEL,TOPICAL,UNKNOWN,CAT015,Others
MED068214,73190-007,Sacubitril And Valsartan,Sacubitril And Valsartan,Avkare,SACUBITRIL,97 mg/1,"TABLET, FILM COATED",ORAL,Angiotensin 2 Receptor Antagonists [MoA],CAT003,Diabetes
MED068226,73208-580,Citric Acid Monohydrate And Sodium Bicarbonate,Sal De Uvas Picot,"Rb Health Mexico, S.A. De C.V.",CITRIC ACID MONOHYDRATE,1948.5 mg/1,"GRANULE, EFFERVESCENT",ORAL,Acidifying Activity [MoA],CAT014,Vitamins & Supplements
MED068265,0536-1480,Dextromethorphan Hydrobromide,Cough Suppressant Adult,Rugby Laboratories,DEXTROMETHORPHAN HYDROBROMIDE,15 mg/1,"CAPSULE, LIQUID FILLED",ORAL,Sigma-1 Agonist [EPC],CAT005,Neurology
MED068267,73557-333,Menthol,Pain Relief Gel-Roll On,"Shanghai Chuangshi Medical Technology (Group) Co., Ltd.",MENTHOL,.04 g/mL,GEL,TOPICAL,UNKNOWN,CAT015,Others
MED068310,73928-042,Sodium Fluoride,Brush Buddies Crayola Anticavity Fluoride Strawberry,"Kingkey Mbc Life Technology Group Co., Ltd",SODIUM FLUORIDE,.02 g/100mL,LIQUID,ORAL,UNKNOWN,CAT015,Others
MED068311,73928-064,Alcohol Antiseptic Gel,Hand Sanitizer Vanilla,"Kingkey Mbc Life Technology Group Co.,Ltd",ALCOHOL,62 mL/100mL,LIQUID,TOPICAL,UNKNOWN,CAT015,Others
MED068351,75124-0001,Chlorine Dioxide,Pure O2-S F,Pure O2,CHLORINE DIOXIDE,.005 g/100mL,LIQUID,TOPICAL,UNKNOWN,CAT015,Others
MED068417,75907-430,Acetaminophen,8 Hr Arthritis Pain,Dr. Reddy'S Laboratories Inc.,ACETAMINOPHEN,650 mg/1,"TABLET, EXTENDED RELEASE",ORAL,UNKNOWN,CAT015,Others
MED068489,76309-700,Hand Sanitizing Wipes,Snugz Hand Sanitizing Wipes,"Snugz/Usa, Llc",ALCOHOL,75 mL/100mL,CLOTH,TOPICAL,UNKNOWN,CAT015,Others
MED068502,76349-002,Nitrogen,Nitrogen,Southern Gas & Supply Llc,NITROGEN,995 mL/L,GAS,RESPIRATORY (INHALATION),UNKNOWN,CAT015,Others
MED068521,0574-1415,Lenalidomide,Lenalidomide,Padagis Us Llc,LENALIDOMIDE,15 mg/1,CAPSULE,ORAL,Thalidomide Analog [EPC],CAT012,Ophthalmology
MED068551,76420-124,Pregabalin,Pregabalin,"Asclemed Usa, Inc.",PREGABALIN,300 mg/1,CAPSULE,ORAL,UNKNOWN,CAT015,Others
MED068577,76420-501,Amoxicillin And Clavulanate Potassium,Amoxicillin And Clavulanate Potassium,"Asclemed Usa, Inc.",AMOXICILLIN,875 mg/1,"TABLET, FILM COATED",ORAL,Penicillin-class Antibacterial [EPC],CAT001,Antibiotics
MED068583,0591-0405,Lisinopril,Lisinopril,"Actavis Pharma, Inc.",LISINOPRIL,2.5 mg/1,TABLET,ORAL,Angiotensin Converting Enzyme Inhibitor [EPC],CAT003,Diabetes
MED068585,76420-612,Erythromycin,Erythromycin,"Asclemed Usa, Inc.",ERYTHROMYCIN,5 mg/g,OINTMENT,OPHTHALMIC,Decreased Sebaceous Gland Activity [PE],CAT008,Dermatology
MED068588,76420-645,Testosterone Cypionate,Testosterone Cypionate,"Asclemed Usa, Inc.",TESTOSTERONE CYPIONATE,200 mg/mL,"INJECTION, SOLUTION",INTRAMUSCULAR,Androgen Receptor Agonists [MoA],CAT009,Oncology
MED068596,76420-778,Lubiprostone,Lubiprostone,"Asclemed Usa, Inc.",LUBIPROSTONE,24 ug/1,CAPSULE,ORAL,Chloride Channel Activator [EPC],CAT006,Respiratory
MED068601,76420-816,Levofloxacin,Levofloxacin,"Asclemed Usa, Inc.",LEVOFLOXACIN,500 mg/1,"TABLET, FILM COATED",ORAL,UNKNOWN,CAT015,Others
MED068606,76420-877,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,"Asclemed Usa, Inc.",ACETAMINOPHEN,325 mg/1,TABLET,ORAL,Opioid Agonist [EPC],CAT004,Pain Management
MED068623,76472-1160,Ruta Graveolens,Ruta Graveolens,Sevene Usa,RUTA GRAVEOLENS FLOWERING TOP,30 [hp_C]/1,PELLET,SUBLINGUAL,UNKNOWN,CAT015,Others
MED068702,79481-0078,Ethyl Alcohol,Meijer Strawberry Shortcake Scented Hand Sanitizer,"Meijer, Inc.",ALCOHOL,70 mL/100mL,SPRAY,TOPICAL,UNKNOWN,CAT015,Others
MED068726,79481-3115,"Avobenzone, Homosalate, Octisalate, Octocrylene",Meijer Spf 50 Sunscreen,Meijer,AVOBENZONE,3 g/100g,STICK,TOPICAL,UNKNOWN,CAT015,Others
MED068766,79903-231,Naproxen Sodium,Naproxen Sodium,Walmart Inc.,NAPROXEN SODIUM,220 mg/1,"TABLET, FILM COATED",ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED068776,79903-426,Diphenhydramine Hcl,Sleep-Aid,Walmart Inc. (See Also Equate),DIPHENHYDRAMINE HYDROCHLORIDE,25 mg/1,CHEWABLE GEL,ORAL,Histamine H1 Receptor Antagonists [MoA],CAT006,Respiratory
MED068791,80327-013,Sodium Chloride,Base Laboratories Saline,Joonem Llc,SODIUM CHLORIDE,30 mg/mL,LIQUID,NASAL,UNKNOWN,CAT015,Others
MED068799,80425-0041,Meloxicam,Meloxicam,"Advanced Rx Of Tennessee, Llc",MELOXICAM,7.5 mg/1,TABLET,ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED068838,80425-0441,Duloxetine,Duloxetine,"Advanced Rx Of Tennessee, Llc",DULOXETINE HYDROCHLORIDE,30 mg/1,"CAPSULE, DELAYED RELEASE",ORAL,Norepinephrine Uptake Inhibitors [MoA],CAT005,Neurology
MED068860,80425-0556,Dexamethasone Sodium Phosphate,Dmt Suik,"Advanced Rx Of Tennessee, Llc",DEXAMETHASONE SODIUM PHOSPHATE,10 mg/mL,"INJECTION, SOLUTION",INTRAMUSCULAR,Corticosteroid Hormone Receptor Agonists [MoA],CAT004,Pain Management
MED068896,80684-102,Alcohol,B-Pure Citrus Scented Hand Sanitizing,"Fourstar Group Usa, Inc.",ALCOHOL,70 mL/100mL,LIQUID,TOPICAL,UNKNOWN,CAT015,Others
MED068954,81488-012,Meb Puri-Mega,Meb Puri-Mega,"Kadesh Incoporation Co,Ltd",CALCIUM FLUORIDE,6 [hp_X]/300mL,LIQUID,ORAL,Calculi Dissolution Agent [EPC],CAT007,Gastrointestinal
MED068964,81651-0002,Red Ginseng,Cozaco Woman,"Kone Bio Logics Co., Ltd.",PANAX GINSENG ROOT OIL,44.2 1/1,TABLET,ORAL,UNKNOWN,CAT015,Others
MED068993,0615-8354,Gemfibrozil,Gemfibrozil,"Ncs Healthcare Of Ky, Llc Dba Vangard Labs",GEMFIBROZIL,600 mg/1,"TABLET, FILM COATED",ORAL,PPAR alpha [CS],CAT003,Diabetes
MED069001,82009-179,Atorvastatin Calcium,Atorvastatin Calcium,Quallent Pharmaceuticals Health Llc,ATORVASTATIN CALCIUM TRIHYDRATE,80 mg/1,"TABLET, FILM COATED",ORAL,HMG-CoA Reductase Inhibitor [EPC],CAT003,Diabetes
MED069005,82018-0012,Progesterone,P50 Progesterone Cream,Shyne Brands,PROGESTERONE,1 mg/mg,CREAM,TRANSDERMAL,Progesterone [CS],CAT009,Oncology
MED069023,82109-105,"Homosalate, Titanium Dioxide, Zinc Oxide",Positive Light Tinted Moisturizer Broad Spectrum Spf 20 Sunscreen 22W,"Rare Beauty, Llc",HOMOSALATE,90 mg/mL,LOTION,TOPICAL,UNKNOWN,CAT015,Others
MED069092,82605-006,Ulspira,Ulspira,"Airgas Therapeutics, Llc",NITRIC OXIDE,.8 mL/100L,GAS,RESPIRATORY (INHALATION),Vasodilation [PE],CAT003,Diabetes
MED069122,82715-114,"Avobenzone, Octinoxate",Gr Lip Butter Raspberry Spf 15,Erkul Kozmetik Sanayi Ve Ticaret Anonim Sirketi,AVOBENZONE,2.7 g/100g,LIPSTICK,TOPICAL,UNKNOWN,CAT015,Others
MED069130,82761-036,"Avobenzone, Octinoxate, Octocrylene, And Oxybenzone",Laura Mercier Tinted Moisturizer Natural Skin Perfector Broad Spectrum Spf 30 Sunscreen 1N2 Vanille,Laura Mercier Us Buyer Llc,AVOBENZONE,1.25 g/50mL,CREAM,TOPICAL,UNKNOWN,CAT015,Others
MED069160,82804-181,Acetaminophen And Codeine Phosphate,Acetaminophen And Codeine Phosphate,Proficient Rx Lp,ACETAMINOPHEN,300 mg/1,TABLET,ORAL,Full Opioid Agonists [MoA],CAT004,Pain Management
MED069181,82868-034,Celecoxib,Celecoxib,"Northwind Health Company, Llc",CELECOXIB,200 mg/1,CAPSULE,ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED069186,82870-008,Zinc Oxide,Wonderscreen Tinted Broad Spectrum Spf 30 Shade 3,"Dime Beauty Co, Llc",ZINC OXIDE,19 g/100g,CREAM,TOPICAL,UNKNOWN,CAT015,Others
MED069206,82969-1008,Mag Phos,Bestmade Natural Products Mag Phos,Bestmade Natural Products,"MAGNESIUM PHOSPHATE, DIBASIC TRIHYDRATE",6 [hp_X]/6[hp_X],"TABLET, SOLUBLE",ORAL,Calculi Dissolution Agent [EPC],CAT007,Gastrointestinal
MED069225,82969-2086,"Ambra Grisea, Ammonium Mur, Arnica Mont, Baptisia Tinc, Belladona, Carbo Veg, Filipendula Ulm, Sacale Corn",Bestmade Natural Products Bm86,Bestmade Natural Products,ACTIVATED CHARCOAL,30 [hp_C]/30[hp_C],LIQUID,ORAL,UNKNOWN,CAT015,Others
MED069242,82969-2216,"Adonis Ver, Cactus Grand, Convallaria, Crataegus Oxy, Iberis Amara, Laurocerasus, Viscum Alb",Bestmade Natural Products Bm216,Bestmade Natural Products,ADONIS VERNALIS WHOLE,30 [hp_C]/30[hp_C],LIQUID,ORAL,UNKNOWN,CAT015,Others
MED069245,82969-2236,"Arg. Met, Arnica Mont, Bryonia, Chamomilla, Ranunculus Bulb, Rhus Tox, Ruta Grav",Bestmade Natural Products Bm236,Bestmade Natural Products,ARNICA MONTANA,30 [hp_C]/30[hp_C],LIQUID,ORAL,UNKNOWN,CAT015,Others
MED069260,0069-0195,Dalteparin Sodium,Fragmin,Pfizer Laboratories Div Pfizer Inc,DALTEPARIN SODIUM,2500 [iU]/.2mL,INJECTION,SUBCUTANEOUS,Anti-coagulant [EPC],CAT003,Diabetes
MED069266,82969-6019,Camphora,Camphora,Bestmade Natural Products,CINNAMOMUM CAMPHORA WHOLE,1 [hp_X]/30mL,TINCTURE,ORAL,UNKNOWN,CAT015,Others
MED069286,83008-037,Diclofenac Sodium,Diclofenac Sodium,"Quality Care Products, Llc",DICLOFENAC SODIUM,10 mg/g,GEL,TOPICAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED069310,83027-0087,"Salix Nigra, Belladonna, Cerebellum (Suis), Aconitum Napellus",Facial Pain Formula,"Nutritional Specialties, Inc.",ACONITUM NAPELLUS WHOLE,8 [hp_X]/mL,SPRAY,ORAL,UNKNOWN,CAT015,Others
MED069322,0641-6125,Morphine Sulfate,Morphine Sulfate,Hikma Pharmaceuticals Usa Inc.,MORPHINE SULFATE,4 mg/mL,INJECTION,INTRAVENOUS,Full Opioid Agonists [MoA],CAT004,Pain Management
MED069326,83059-0045,"Acetaminophen 325 Mg, Diphenhydramine Hcl 12.5 Mg, Phenylephrine Hcl 5 Mg",Allergy Plus Sinus Headache,Shield Pharmaceuticals Corp,ACETAMINOPHEN,325 mg/1,"TABLET, FILM COATED",ORAL,Adrenergic alpha1-Agonists [MoA],CAT003,Diabetes
MED069350,83209-663,Gabapentin,Gabapentin,Boswell Pharmacy Services Llc D/B/A Bps Wholesale,GABAPENTIN,400 mg/1,CAPSULE,ORAL,Decreased Central Nervous System Disorganized Electrical Activity [PE],CAT005,Neurology
MED069352,83247-1838,Zinc Oxide,Iris And Romeo Weekend Skin Warm Glow,Iris And Romeo,ZINC OXIDE,132 mg/mL,LOTION,TOPICAL,UNKNOWN,CAT015,Others
MED069366,83253-978,Nicotine Polacrilex,Nicotine,"Hc Jones, Inc.",NICOTINE,2 mg/1,LOZENGE,ORAL,Cholinergic Nicotinic Agonist [EPC],CAT005,Neurology
MED069391,83324-025,"Dextromethorphan Hbr, Guaifenesin",Qch Adult Tussin Dm Sugar Free 545,Chain Drug Marketing Association Inc.,DEXTROMETHORPHAN HYDROBROMIDE,20 mg/20mL,LIQUID,ORAL,Decreased Respiratory Secretion Viscosity [PE],CAT006,Respiratory
MED069434,83457-652,Ustekinumab-Ttwe,Pyzchiva,Cordavis Limited,USTEKINUMAB,90 mg/mL,"INJECTION, SOLUTION",SUBCUTANEOUS,Interleukin-12 Antagonist [EPC],CAT010,Allergy
MED069438,0642-0076,"Vitamin A, Ascorbic Acid, Vitamin D, .Alpha.-Tocopherol, Thiamine Mononitrate, Riboflavin, Niacin, Pyridoxine Hydrochloride, Folic Acid, Cyanocobalamin, Calcium, Iron, Magnesium, Zinc, Copper, And Doconexent",Vitafol-Ob Plus Dha Prenatal Supplement Plus Dha,"Exeltis Usa, Inc",UNKNOWN,UNKNOWN,KIT,UNKNOWN,UNKNOWN,CAT015,Others
MED069468,0703-3678,Methotrexate,Methotrexate,"Teva Parenteral Medicines, Inc.",METHOTREXATE SODIUM,25 mg/mL,"INJECTION, SOLUTION",INTRA-ARTERIAL,Folate Analog Metabolic Inhibitor [EPC],CAT012,Ophthalmology
MED069475,83698-581,Menthol Flavor Cough Drop,Menthol Flavor Cough Drop,"Xiamen Kang Zhongyuan Biotechnology Co., Ltd.",MENTHOL,5.4 mg/1,LOZENGE,ORAL,UNKNOWN,CAT015,Others
MED069482,83703-551,Cyclophosphamide,Cyclophosphamide,Bamboo Us Bidco Lcc,CYCLOPHOSPHAMIDE,2 g/100mL,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,UNKNOWN,CAT015,Others
MED069537,84003-052,Zinc Oxide,Dolce And Gabbana Blueberry Nutri Tint Spf 20 7N Light,Dolce & Gabbana Beauty S.R.L,ZINC OXIDE,67 mg/mL,EMULSION,TOPICAL,UNKNOWN,CAT015,Others
MED069562,84126-142,"Avobenzone, And Octisalate",Tula Skincare Radiant Skin Brightening Serum Skin Tint Broad Spectrum Spf 30 21 Tan Neutral,The Procter & Gamble Manufacturing Company,AVOBENZONE,3 g/100mL,LIQUID,TOPICAL,UNKNOWN,CAT015,Others
MED069615,84178-011,Antiperspirant Deodorant Roll-On For Women,Giselle Antiperspirant Deodorant Roll-On For Women,Evi Labs,ALUMINUM CHLOROHYDRATE,8.5 g/85g,CREAM,CUTANEOUS,UNKNOWN,CAT015,Others
MED069626,84270-001,"Homosalate, Octisalate, Zinc Oxide",Essence Pout Protector Spf 20 Lip Balm,Cosnova Gmbh,HOMOSALATE,73 mg/g,STICK,TOPICAL,UNKNOWN,CAT015,Others
MED069637,84386-073,Permethrin,Permethrin,Aurobindo Pharma Limited,PERMETHRIN,50 mg/g,CREAM,TOPICAL,Pyrethrins [CS],CAT001,Antibiotics
MED069648,84435-100,Zinc Oxide,Counter Beauty Daily Sheer Defense Spf 25,"G2G Ventures, Pbc",ZINC OXIDE,14.96 g/100g,LOTION,TOPICAL,UNKNOWN,CAT015,Others
MED069704,84677-017,Simvastatin,Simvastatin,"Golden State Medical Supply, Inc.",SIMVASTATIN,40 mg/1,"TABLET, FILM COATED",ORAL,HMG-CoA Reductase Inhibitor [EPC],CAT003,Diabetes
